,Geo_NAME,Total Population,Population Density (Per Sq. Mile),Area (Land),15 to 24 Years,25 to 34 Years,35 to 44 Years,45 to 54 Years,55 to 59 Years,60 to 64 Years,65 to 74 Years,75 to 84 Years,85 Years and Over,Median Gross Rent,White Alone (Number of people),Black or African American Alone,American Indian and Alaska Native Alone,Asian Alone,Native Hawaiian and Other Pacific Islander Alone,Some Other Race Alone,Two or More Races,Not Hispanic or Latino,Hispanic or Latino,Renter-Occupied Housing Units,Number of units Less than $300 (monthly),$300 to $499,$500 to $799,$800 to $999,"$1,000 to $1,499","$1,500 to $1,999","$2,000 to $2,499","$2,500 to $2,999","$3,000 or More",No Cash Rent,Total,No Health Insurance Coverage,With Health Insurance Coverage,Public Health Coverage,Private Health Insurance,GEOID,TRACTCE,COUNTYFP,NAME,NAMELSAD,INTPTLAT,INTPTLON
159,"Census Tract 4277, Alameda County, California",5113,13251.77,0.38583537838785403,42,468,284,326,98,43,186,13,14,1528.0,2949,409,0,1023,13,301,418,4488,625,1474,0,0,24,83,599,561,142,46,19,0,5113,336,4777,1248,4043,6001427700,427700,1,4277.0,Census Tract 4277,37.7681553,-122.28689479999998
160,"Census Tract 4278, Alameda County, California",4808,14982.41,0.32090959494793,11,282,344,201,73,115,144,20,0,1416.0,2841,201,18,1098,9,124,517,4306,502,1190,25,0,45,91,545,224,183,12,50,15,4780,244,4536,1201,3877,6001427800,427800,1,4278.0,Census Tract 4278,37.771492200000004,-122.2690581
161,"Census Tract 4279, Alameda County, California",5178,16251.49,0.31861692023283505,36,430,223,324,172,179,130,30,0,1473.0,2611,561,21,1309,0,220,456,4451,727,1524,0,0,12,124,646,426,197,58,33,28,5178,257,4921,1057,4263,6001427900,427900,1,4279.0,Census Tract 4279,37.7698045,-122.25824540000002
162,"Census Tract 4280, Alameda County, California",3022,14886.86,0.202997851727498,42,349,227,182,132,69,115,0,57,1319.0,1283,240,0,1076,0,156,267,2490,532,1173,34,9,122,35,610,263,35,46,19,0,3008,538,2470,652,2038,6001428000,428000,1,4280.0,Census Tract 4280,37.7666414,-122.2475404
163,"Census Tract 4281, Alameda County, California",4837,12593.21,0.38409598808952006,9,216,228,235,17,32,108,61,8,1298.0,3122,88,5,1022,28,227,345,4226,611,914,9,16,88,105,376,176,59,26,42,17,4837,328,4509,1339,3750,6001428100,428100,1,4281.0,Census Tract 4281,37.7589136,-122.2346068
164,"Census Tract 4282, Alameda County, California",6339,12053.68,0.525897417285331,0,228,199,233,99,186,122,34,67,1555.0,3787,380,0,1558,42,276,296,5696,643,1168,41,15,10,27,369,294,172,23,38,179,6285,202,6083,1409,5458,6001428200,428200,1,4282.0,Census Tract 4282,37.7533497,-122.2396803
165,"Census Tract 4283.01, Alameda County, California",6977,4204.424,1.6594424375711399,0,112,239,101,54,60,0,0,0,2025.0,2420,153,11,3485,0,291,617,6263,714,566,0,0,16,0,101,157,177,66,49,0,6962,424,6538,1495,5782,6001428301,428301,1,4283.01,Census Tract 4283.01,37.7344929,-122.2414385
166,"Census Tract 4283.02, Alameda County, California",7204,8350.365,0.862716738455931,0,63,171,139,18,25,17,61,90,1935.0,3391,277,0,2780,66,251,439,6697,507,584,0,0,0,45,79,166,86,81,80,47,7143,147,6996,1811,6391,6001428302,428302,1,4283.02,Census Tract 4283.02,37.7439709,-122.249779
167,"Census Tract 4284, Alameda County, California",4407,14082.4,0.312943920975696,15,315,379,272,103,91,121,64,0,1406.0,2351,264,33,1382,19,193,165,3770,637,1360,12,34,49,84,623,299,164,23,19,53,4099,444,3655,955,3014,6001428400,428400,1,4284.0,Census Tract 4284,37.7564138,-122.25590679999999
168,"Census Tract 4285, Alameda County, California",3148,13062.03,0.241003819322715,35,235,258,118,86,39,55,92,6,1604.0,1545,119,0,1014,8,146,316,2802,346,924,0,38,0,20,304,422,81,6,28,25,3060,171,2889,971,2296,6001428500,428500,1,4285.0,Census Tract 4285,37.760132399999996,-122.25938870000002
169,"Census Tract 4286, Alameda County, California",3227,9297.216999999999,0.3470931139449289,78,171,208,135,42,33,48,20,0,2039.0,1351,338,42,1138,0,26,332,3031,196,735,10,0,0,14,155,162,271,74,38,11,3063,163,2900,772,2655,6001428600,428600,1,4286.0,Census Tract 4286,37.766273,-122.27384609999999
170,"Census Tract 4287, Alameda County, California",4203,1404.745,2.99200150734289,69,123,255,108,114,57,36,51,36,1085.0,1526,683,14,1548,67,183,182,3730,473,849,106,85,91,23,156,29,83,46,83,147,3697,201,3496,1230,2681,6001428700,428700,1,4287.0,Census Tract 4287,37.7801283,-122.3050028
171,"Census Tract 4301.01, Alameda County, California",7030,714.4949,9.83911894572485,0,35,76,111,50,0,16,0,0,2949.0,2782,170,9,3453,33,108,475,6480,550,288,0,0,0,0,16,65,0,59,128,20,7030,270,6760,1210,6319,6001430101,430101,1,4301.01,Census Tract 4301.01,37.7272374,-122.0152793
172,"Census Tract 4301.02, Alameda County, California",2224,74.99499,29.6553157775248,0,5,68,3,38,16,0,0,13,1957.0,1565,71,8,410,0,49,121,1953,271,143,0,0,0,0,35,29,13,37,9,20,2224,93,2131,523,1952,6001430102,430102,1,4301.02,Census Tract 4301.02,37.7674569,-122.0500291
173,"Census Tract 4302, Alameda County, California",6701,3256.638,2.05764351031742,0,20,67,10,0,16,0,12,10,2244.0,4778,129,89,1230,1,238,236,5958,743,135,0,0,0,0,20,16,44,0,35,20,6630,228,6402,1452,5852,6001430200,430200,1,4302.0,Census Tract 4302,37.7216743,-122.06156670000001
174,"Census Tract 4303, Alameda County, California",3827,3344.577,1.1442404366352301,0,40,101,39,32,29,0,0,0,1946.0,2256,430,22,674,0,245,200,3365,462,241,0,0,29,0,13,83,84,14,9,9,3827,163,3664,1105,3131,6001430300,430300,1,4303.0,Census Tract 4303,37.717276399999996,-122.0819576
175,"Census Tract 4304, Alameda County, California",2101,2262.93,0.92844213950026,0,24,17,0,6,22,0,0,4,2205.0,1346,6,0,539,10,33,167,1734,367,73,0,22,0,0,0,0,22,0,18,11,2101,47,2054,443,1915,6001430400,430400,1,4304.0,Census Tract 4304,37.721208399999995,-122.10109569999999
176,"Census Tract 4305, Alameda County, California",6005,5965.0,1.0067058225752399,66,337,54,146,50,11,103,0,0,1247.0,2905,1055,35,1265,175,275,295,4304,1701,767,0,0,18,39,550,99,19,10,0,32,5536,280,5256,2066,3710,6001430500,430500,1,4305.0,Census Tract 4305,37.7049262,-122.1091621
177,"Census Tract 4306, Alameda County, California",6031,6907.27,0.8731380222611071,4,41,158,91,0,120,14,9,0,1783.0,3144,493,9,1702,103,78,502,5098,933,437,0,0,27,0,115,105,14,142,0,34,6021,280,5741,1765,4683,6001430600,430600,1,4306.0,Census Tract 4306,37.70417570000001,-122.0969638
178,"Census Tract 4307, Alameda County, California",4066,7962.241,0.510660281051495,11,103,102,56,17,13,0,11,0,1843.0,2913,130,0,638,0,81,304,3403,663,313,0,0,11,10,33,145,77,20,11,6,4061,320,3741,715,3480,6001430700,430700,1,4307.0,Census Tract 4307,37.706094799999995,-122.0822254
179,"Census Tract 4308, Alameda County, California",6126,8784.87,0.697335277229084,30,100,400,263,58,28,80,12,0,1376.0,3785,91,79,1495,76,269,331,4532,1594,971,0,0,0,91,469,289,25,12,21,64,6098,562,5536,1847,4320,6001430800,430800,1,4308.0,Census Tract 4308,37.6992244,-122.0650348
180,"Census Tract 4309, Alameda County, California",4940,11667.97,0.4233811121904811,25,310,404,324,150,31,93,56,25,1418.0,2750,641,51,823,24,331,320,3765,1175,1418,13,32,29,115,646,494,58,16,0,15,4757,196,4561,1783,3287,6001430900,430900,1,4309.0,Census Tract 4309,37.6982784,-122.0828322
181,"Census Tract 4310, Alameda County, California",2842,7714.049,0.36841869537619504,6,141,230,98,81,40,56,17,29,1485.0,1751,85,0,660,76,42,228,1973,869,698,0,43,7,64,238,302,36,0,0,8,2842,224,2618,875,2052,6001431000,431000,1,4310.0,Census Tract 4310,37.6929313,-122.0784575
182,"Census Tract 4311, Alameda County, California",3397,8951.056,0.37950832204628004,42,348,172,192,58,99,71,52,35,1286.0,2019,391,0,363,44,251,329,2275,1122,1069,9,62,20,62,540,233,107,12,0,24,3397,344,3053,990,2246,6001431100,431100,1,4311.0,Census Tract 4311,37.688114299999995,-122.06729469999999
183,"Census Tract 4312, Alameda County, California",5763,7384.9580000000005,0.7803700248804242,27,119,307,188,35,49,248,59,133,1504.0,3344,866,59,1050,15,97,332,4551,1212,1165,84,0,89,0,388,393,72,19,83,37,5659,496,5163,1660,4369,6001431200,431200,1,4312.0,Census Tract 4312,37.6871184,-122.08345039999999
184,"Census Tract 4321, Alameda County, California",3683,8626.485,0.426940974243896,56,48,102,60,49,21,50,26,0,1425.0,1662,621,15,625,0,398,362,2984,699,412,0,0,11,38,177,98,57,0,16,15,3683,320,3363,997,2798,6001432100,432100,1,4321.0,Census Tract 4321,37.7360495,-122.14660479999999
185,"Census Tract 4322, Alameda County, California",4235,10713.45,0.39529758439035206,20,211,194,173,52,85,85,75,70,1404.0,2225,742,47,472,57,334,358,3033,1202,965,34,51,29,139,299,199,110,43,47,14,4211,293,3918,1214,3180,6001432200,432200,1,4322.0,Census Tract 4322,37.7330544,-122.1562452
186,"Census Tract 4323, Alameda County, California",4697,11644.85,0.403354378475885,105,151,148,121,26,33,23,39,0,1176.0,1903,497,44,1144,9,763,337,2761,1936,646,11,44,41,84,263,170,27,6,0,0,4678,307,4371,1401,3466,6001432300,432300,1,4323.0,Census Tract 4323,37.730875399999995,-122.1656501
187,"Census Tract 4324, Alameda County, California",6214,2501.558,2.48405243576418,107,124,289,274,95,87,70,37,17,1399.0,2740,564,8,1975,78,512,337,4117,2097,1100,0,25,0,150,409,310,128,0,10,68,6207,977,5230,2203,3613,6001432400,432400,1,4324.0,Census Tract 4324,37.7087256,-122.1899737
188,"Census Tract 4325.01, Alameda County, California",4760,9049.248,0.5260105452226029,22,77,137,194,64,89,92,15,26,1364.0,1712,243,75,2104,68,276,282,3497,1263,716,0,8,70,89,210,131,136,26,0,46,4745,758,3987,1812,2645,6001432501,432501,1,4325.01,Census Tract 4325.01,37.7167162,-122.16614809999999
189,"Census Tract 4325.02, Alameda County, California",4897,15540.0,0.31512230944699393,0,139,263,157,35,53,44,17,11,1402.0,1776,747,4,1807,139,262,162,3457,1440,719,0,0,26,16,437,60,127,31,0,22,4897,421,4476,2070,2951,6001432502,432502,1,4325.02,Census Tract 4325.02,37.7234549,-122.1734789
190,"Census Tract 4326, Alameda County, California",7356,11384.84,0.6461222986361329,91,467,491,521,75,162,129,130,75,1265.0,2717,1310,136,1439,395,801,558,4924,2432,2141,0,0,74,343,1102,408,185,0,0,29,7227,652,6575,2575,4795,6001432600,432600,1,4326.0,Census Tract 4326,37.722692200000004,-122.15515390000002
191,"Census Tract 4327, Alameda County, California",2870,8970.809000000001,0.319926578810404,8,48,145,83,6,26,11,8,0,1536.0,1850,185,0,399,11,255,170,2040,830,335,0,0,57,22,80,117,59,0,0,0,2870,245,2625,804,2150,6001432700,432700,1,4327.0,Census Tract 4327,37.72707020000001,-122.14284369999999
192,"Census Tract 4328, Alameda County, California",3534,2365.416,1.4940289298637701,6,78,28,64,20,17,0,0,9,1230.0,1617,495,10,985,39,189,199,2916,618,222,0,0,0,15,142,48,0,9,0,8,3534,164,3370,1215,2800,6001432800,432800,1,4328.0,Census Tract 4328,37.721228,-122.12381200000002
193,"Census Tract 4330, Alameda County, California",3717,7273.757,0.511015108950312,58,30,132,96,50,8,58,0,8,1654.0,2102,186,29,1098,6,103,193,2775,942,440,0,0,0,32,112,214,62,0,0,20,3717,291,3426,1315,2610,6001433000,433000,1,4330.0,Census Tract 4330,37.715864200000006,-122.1354706
194,"Census Tract 4331.02, Alameda County, California",4088,7385.08,0.55354851064947,8,126,79,102,29,12,17,18,10,1389.0,1470,93,45,1695,47,509,229,2593,1495,401,0,0,41,57,135,144,16,0,0,8,4088,371,3717,1382,2776,6001433102,433102,1,4331.02,Census Tract 4331.02,37.7021569,-122.1335021
195,"Census Tract 4331.03, Alameda County, California",3737,14013.78,0.266666100383477,92,409,225,159,94,94,102,26,48,1158.0,1315,1154,44,755,44,269,156,2465,1272,1249,28,0,111,253,702,150,5,0,0,0,3737,423,3314,835,2675,6001433103,433103,1,4331.03,Census Tract 4331.03,37.709328899999996,-122.13905890000001
196,"Census Tract 4331.04, Alameda County, California",4079,10028.58,0.406737405733154,101,328,156,216,120,142,190,21,20,1321.0,1964,569,26,820,19,374,307,2791,1288,1294,36,66,98,57,556,335,117,0,0,29,4078,491,3587,1429,2535,6001433104,433104,1,4331.04,Census Tract 4331.04,37.7142641,-122.1469937
197,"Census Tract 4332, Alameda County, California",7529,6141.93,1.2258361814803798,228,632,195,242,93,129,164,38,28,1194.0,2397,1617,35,2504,11,315,650,5873,1656,1749,14,97,55,212,1057,137,131,0,0,46,7445,911,6534,2742,4398,6001433200,433200,1,4332.0,Census Tract 4332,37.70175,-122.147077
198,"Census Tract 4333, Alameda County, California",7502,7912.641,0.9481032344551401,0,103,131,130,100,16,7,10,16,1734.0,2785,517,38,3187,35,650,290,5694,1808,513,0,0,22,0,137,187,108,39,0,20,7502,931,6571,2151,5216,6001433300,433300,1,4333.0,Census Tract 4333,37.6985801,-122.1574574
199,"Census Tract 4334, Alameda County, California",6512,3080.676,2.11382214898293,0,106,95,160,20,19,24,59,37,1720.0,1829,484,41,3627,15,256,260,5567,945,520,0,0,52,57,71,110,99,44,24,63,6512,375,6137,1944,4895,6001433400,433400,1,4334.0,Census Tract 4334,37.6845277,-122.1689572
200,"Census Tract 4335, Alameda County, California",4884,10243.96,0.47676861823298,30,31,78,12,14,9,1,10,42,1663.0,1871,160,329,1857,10,259,398,3200,1684,227,34,0,8,1,12,103,19,0,0,50,4884,501,4383,1629,3420,6001433500,433500,1,4335.0,Census Tract 4335,37.6845056,-122.15531709999999
201,"Census Tract 4336, Alameda County, California",5661,9271.893,0.6105549523781579,0,79,233,242,74,162,113,110,79,1216.0,1898,444,58,2642,0,420,199,4617,1044,1092,129,46,31,132,366,324,0,13,0,51,5661,378,5283,1917,3715,6001433600,433600,1,4336.0,Census Tract 4336,37.686041700000004,-122.14381909999999
202,"Census Tract 4337, Alameda County, California",3281,6478.316999999999,0.506458717183246,17,219,80,155,117,38,29,2,4,1231.0,2049,303,17,385,0,297,230,1436,1845,661,0,2,14,163,239,161,31,33,0,18,3262,260,3002,1151,2028,6001433700,433700,1,4337.0,Census Tract 4337,37.6876437,-122.1146294
203,"Census Tract 4338, Alameda County, California",8561,13851.92,0.6180368403251291,42,362,296,352,121,209,110,17,12,1363.0,3265,1125,4,3076,47,901,143,5649,2912,1521,15,42,75,147,720,368,143,0,0,11,8467,1726,6741,2800,4658,6001433800,433800,1,4338.0,Census Tract 4338,37.698814299999995,-122.12348200000001
204,"Census Tract 4339, Alameda County, California",7580,24041.72,0.31528524456484003,121,730,592,251,65,178,78,17,0,1220.0,3167,2181,260,777,102,656,437,3961,3619,2032,16,0,104,390,950,388,135,0,0,49,7580,1081,6499,3559,3151,6001433900,433900,1,4339.0,Census Tract 4339,37.6992655,-122.1135392
205,"Census Tract 4340, Alameda County, California",5201,11143.81,0.466716448107095,2,409,382,166,72,107,51,25,12,1119.0,2541,1039,94,588,14,530,395,2517,2684,1226,87,37,108,227,497,186,21,14,0,49,5201,659,4542,2257,2547,6001434000,434000,1,4340.0,Census Tract 4340,37.692362200000005,-122.11029540000001
206,"Census Tract 4351.02, Alameda County, California",5800,3554.9240000000004,1.63153999169108,90,143,89,51,22,22,0,0,0,1842.0,2713,935,14,1224,28,532,354,4673,1127,417,0,0,8,0,94,141,67,44,43,20,5766,189,5577,1287,4900,6001435102,435102,1,4351.02,Census Tract 4351.02,37.6552235,-122.04573229999998
207,"Census Tract 4351.03, Alameda County, California",6699,335.0241,19.995575269074603,0,28,38,70,0,12,0,2,0,2943.0,2464,681,0,2992,0,143,419,6091,608,150,0,0,0,0,0,2,0,61,49,38,6671,80,6591,1380,5866,6001435103,435103,1,4351.03,Census Tract 4351.03,37.6516739,-121.98277990000001
208,"Census Tract 4351.04, Alameda County, California",5791,2071.431,2.79565233506873,144,569,251,349,124,66,75,47,0,1561.0,1938,785,45,1630,279,682,432,3822,1969,1625,0,22,17,130,522,704,134,16,9,71,5786,889,4897,2172,2992,6001435104,435104,1,4351.04,Census Tract 4351.04,37.6385144,-122.03884240000001
209,"Census Tract 4352, Alameda County, California",4555,5197.7429999999995,0.8763418981091801,22,37,72,72,9,23,40,0,0,1338.0,1836,1199,0,923,0,299,298,3483,1072,275,10,0,16,17,104,20,48,26,0,34,4488,330,4158,1255,3341,6001435200,435200,1,4352.0,Census Tract 4352,37.6890403,-122.04933600000001
210,"Census Tract 4353, Alameda County, California",4467,8977.243,0.4975914946324079,33,138,221,331,27,86,42,0,31,1349.0,2166,1053,0,634,229,333,52,3224,1243,909,9,6,0,84,545,175,40,0,0,50,4234,315,3919,1443,2828,6001435300,435300,1,4353.0,Census Tract 4353,37.6807791,-122.06466599999999
211,"Census Tract 4354, Alameda County, California",4420,8615.497,0.5130290178950639,135,418,169,255,99,52,56,41,96,1301.0,2337,933,9,624,74,101,342,2711,1709,1321,7,43,106,137,603,233,111,33,25,23,4380,545,3835,1480,2552,6001435400,435400,1,4354.0,Census Tract 4354,37.6739266,-122.0831568
212,"Census Tract 4355, Alameda County, California",3674,9399.718,0.39086281480840795,44,178,157,232,108,59,54,62,87,1231.0,2179,375,44,399,105,368,204,2046,1628,981,17,44,38,148,360,232,70,31,20,21,3640,456,3184,1356,2137,6001435500,435500,1,4355.0,Census Tract 4355,37.6809369,-122.09333000000001
213,"Census Tract 4356.01, Alameda County, California",5801,15889.98,0.36507273392772494,54,334,402,230,70,73,61,0,0,1308.0,3062,352,10,381,171,1455,370,1667,4134,1224,0,43,9,164,703,237,50,13,0,5,5717,980,4737,2404,2584,6001435601,435601,1,4356.01,Census Tract 4356.01,37.6746689,-122.1022655
214,"Census Tract 4356.02, Alameda County, California",5539,12543.45,0.441585057536946,6,253,282,217,46,115,77,31,0,1354.0,3455,490,53,625,78,613,225,2653,2886,1027,0,21,59,109,494,286,41,6,0,11,5445,600,4845,2252,2980,6001435602,435602,1,4356.02,Census Tract 4356.02,37.6819278,-122.10699950000001
215,"Census Tract 4357, Alameda County, California",4663,9073.987,0.513886550825718,23,114,67,115,17,49,21,20,0,1465.0,2882,335,7,667,16,613,143,2238,2425,426,0,0,0,0,213,130,38,27,0,18,4663,230,4433,1429,3572,6001435700,435700,1,4357.0,Census Tract 4357,37.6786744,-122.1161142
216,"Census Tract 4358, Alameda County, California",5321,10575.09,0.503163721221874,0,97,76,74,41,57,29,0,0,1740.0,2744,182,0,1483,95,662,155,3167,2154,374,0,0,21,8,82,144,78,27,0,14,5321,407,4914,1484,4031,6001435800,435800,1,4358.0,Census Tract 4358,37.6793903,-122.1296212
217,"Census Tract 4359, Alameda County, California",5511,5919.262,0.9310282518683479,31,98,41,91,69,13,36,0,0,1774.0,2783,404,105,1411,40,439,329,3937,1574,379,0,9,5,0,70,167,100,0,0,28,5511,299,5212,1652,4126,6001435900,435900,1,4359.0,Census Tract 4359,37.6724681,-122.147305
218,"Census Tract 4360, Alameda County, California",4369,8602.146,0.507896561682911,6,98,20,56,0,42,28,38,0,1796.0,2413,197,57,691,64,633,314,2835,1534,288,0,0,11,28,35,93,69,22,0,30,4369,455,3914,868,3445,6001436000,436000,1,4360.0,Census Tract 4360,37.6691777,-122.1375217
219,"Census Tract 4361, Alameda County, California",6057,12467.88,0.485808428456039,40,87,153,160,70,31,107,69,61,1142.0,2811,402,156,1762,7,559,360,3831,2226,778,139,18,34,125,250,118,57,6,0,31,6057,492,5565,2071,4068,6001436100,436100,1,4361.0,Census Tract 4361,37.671758600000004,-122.12361920000001
220,"Census Tract 4362, Alameda County, California",4369,17557.1,0.248845168394603,6,353,185,207,133,86,93,10,0,1194.0,2274,724,66,419,66,727,93,1820,2549,1073,20,54,66,139,558,175,50,0,0,11,4220,825,3395,1890,1689,6001436200,436200,1,4362.0,Census Tract 4362,37.668504799999994,-122.11211999999999
221,"Census Tract 4363, Alameda County, California",7980,11287.03,0.707005978406078,217,353,377,159,116,166,55,81,0,1426.0,3328,1226,86,2029,82,851,378,4335,3645,1524,27,0,70,192,557,285,282,83,28,0,7912,1086,6826,2362,4749,6001436300,436300,1,4363.0,Census Tract 4363,37.666274,-122.0917199
222,"Census Tract 4364.01, Alameda County, California",7881,6549.349,1.20332565247407,136,559,158,284,143,46,177,61,72,1439.0,4305,1072,44,1115,18,364,963,5293,2588,1636,0,70,19,130,683,430,68,192,0,44,7874,868,7006,2622,5172,6001436401,436401,1,4364.01,Census Tract 4364.01,37.671522700000004,-122.0650918
223,"Census Tract 4364.02, Alameda County, California",2875,1747.024,1.64565550110657,0,0,48,26,38,0,0,0,0,2439.0,1620,615,2,120,8,149,361,2160,715,112,0,0,0,0,0,5,41,21,15,30,2875,145,2730,813,2351,6001436402,436402,1,4364.02,Census Tract 4364.02,37.6668486,-122.0404781
224,"Census Tract 4365, Alameda County, California",4955,6533.744000000001,0.7583706951538001,187,379,332,258,33,39,46,7,12,1400.0,2044,629,78,883,227,706,388,2835,2120,1293,0,15,46,29,684,298,165,31,7,18,4955,803,4152,1501,2976,6001436500,436500,1,4365.0,Census Tract 4365,37.6586449,-122.06889740000001
225,"Census Tract 4366.01, Alameda County, California",6466,15419.83,0.419330128170478,80,190,343,334,118,40,36,44,10,1332.0,3290,795,27,1085,180,761,328,2979,3487,1195,0,11,69,72,690,242,83,0,0,28,6466,776,5690,2142,3907,6001436601,436601,1,4366.01,Census Tract 4366.01,37.6567776,-122.0788946
226,"Census Tract 4366.02, Alameda County, California",5234,15202.93,0.344275726374022,130,382,317,230,97,54,64,56,9,1228.0,1906,1046,7,1084,100,578,513,2929,2305,1339,46,55,132,152,664,250,11,17,12,0,5234,867,4367,2406,2212,6001436602,436602,1,4366.02,Census Tract 4366.02,37.6518201,-122.08519440000002
227,"Census Tract 4367, Alameda County, California",3184,10330.44,0.308215327638584,10,180,106,105,28,38,0,0,0,1787.0,1391,249,0,1004,27,384,129,1691,1493,467,0,0,36,69,28,167,84,62,12,9,3184,382,2802,827,2193,6001436700,436700,1,4367.0,Census Tract 4367,37.6619708,-122.1005196
228,"Census Tract 4368, Alameda County, California",4234,10694.73,0.39589604276158796,28,137,269,151,62,55,9,12,0,1467.0,1534,663,15,878,17,814,313,2422,1812,723,0,0,13,9,371,188,99,0,43,0,4225,560,3665,1433,2604,6001436800,436800,1,4368.0,Census Tract 4368,37.653573200000004,-122.0944503
229,"Census Tract 4369, Alameda County, California",6502,13950.97,0.466060846613961,98,178,246,337,72,33,44,15,0,1334.0,3716,272,164,847,210,970,323,2348,4154,1023,0,0,9,75,633,168,67,31,0,40,6490,721,5769,2120,3936,6001436900,436900,1,4369.0,Census Tract 4369,37.6603504,-122.10972050000001
230,"Census Tract 4370, Alameda County, California",3447,5589.398,0.616703243412711,0,57,42,76,39,20,16,9,0,1551.0,1584,329,54,774,177,268,261,2255,1192,259,0,0,5,0,109,69,52,7,0,17,3429,326,3103,829,2683,6001437000,437000,1,4370.0,Census Tract 4370,37.647144,-122.10157509999999
231,"Census Tract 4371.01, Alameda County, California",6866,362.6788,18.9313494888779,27,31,71,74,24,9,0,22,0,2175.0,1853,300,13,3701,98,323,578,5437,1429,258,0,0,9,24,15,41,114,45,10,0,6866,476,6390,1599,5389,6001437101,437101,1,4371.01,Census Tract 4371.01,37.6059048,-122.126873
232,"Census Tract 4371.02, Alameda County, California",4458,13271.38,0.335910822752847,18,130,96,135,70,21,100,81,14,1299.0,1296,390,19,1725,25,601,402,2966,1492,665,81,64,18,29,223,123,83,34,0,10,4458,416,4042,1585,2962,6001437102,437102,1,4371.02,Census Tract 4371.02,37.6298655,-122.1002746
233,"Census Tract 4372, Alameda County, California",7632,7737.727,0.9863362301292521,68,278,242,158,29,68,10,47,0,1733.0,2662,901,57,3019,28,170,795,5775,1857,900,19,13,91,55,132,300,147,143,0,0,7525,611,6914,2352,5428,6001437200,437200,1,4372.0,Census Tract 4372,37.6431726,-122.1115983
234,"Census Tract 4373, Alameda County, California",3293,8297.634,0.39686013989254,28,106,145,57,20,23,4,21,0,1389.0,911,457,85,820,167,558,295,2154,1139,404,4,0,33,21,205,43,86,0,0,12,3279,176,3103,1322,2046,6001437300,437300,1,4373.0,Census Tract 4373,37.6362157,-122.0929895
235,"Census Tract 4374, Alameda County, California",3301,9927.589,0.33250771818247804,0,63,53,32,40,4,19,0,0,1944.0,1655,70,54,722,99,588,113,1546,1755,211,0,0,13,0,36,58,75,19,0,10,3301,273,3028,937,2471,6001437400,437400,1,4374.0,Census Tract 4374,37.6428175,-122.08763959999999
236,"Census Tract 4375, Alameda County, California",4690,19172.8,0.24461734957845396,31,279,330,102,33,97,76,0,0,1375.0,2147,244,0,848,28,1220,203,1653,3037,948,5,15,23,126,422,232,59,42,0,24,4604,696,3908,1921,2103,6001437500,437500,1,4375.0,Census Tract 4375,37.6440336,-122.07939009999998
237,"Census Tract 4376, Alameda County, California",3664,11587.28,0.31620880096741805,3,72,79,71,72,29,23,60,8,1354.0,1350,348,0,934,165,689,178,2021,1643,417,54,14,25,12,162,99,41,0,0,10,3456,532,2924,1275,1926,6001437600,437600,1,4376.0,Census Tract 4376,37.6353602,-122.0804834
238,"Census Tract 4377.01, Alameda County, California",3910,20918.71,0.18691399342390802,61,236,212,170,58,0,61,10,0,1252.0,1743,239,8,479,240,900,301,1544,2366,808,52,19,0,83,453,175,17,9,0,0,3910,807,3103,1613,1621,6001437701,437701,1,4377.01,Census Tract 4377.01,37.6348665,-122.0697491
239,"Census Tract 4377.02, Alameda County, California",4880,34023.02,0.143432324782972,29,381,242,221,59,39,24,15,0,1281.0,2237,227,61,490,25,1703,137,1080,3800,1010,0,6,26,14,755,146,43,12,0,8,4823,1025,3798,2288,1727,6001437702,437702,1,4377.02,Census Tract 4377.02,37.638444,-122.07344920000001
240,"Census Tract 4378, Alameda County, California",4429,8986.258,0.49286367349964594,33,49,89,169,6,23,15,0,7,1703.0,1262,478,5,1450,157,933,144,2811,1618,391,35,7,7,0,101,112,129,0,0,0,4411,206,4205,1064,3489,6001437800,437800,1,4378.0,Census Tract 4378,37.6431437,-122.068697
241,"Census Tract 4379, Alameda County, California",2399,9220.473,0.260181900456682,38,149,82,54,20,17,0,5,0,1402.0,974,191,158,417,21,452,186,931,1468,365,0,0,10,9,205,89,32,0,16,4,2399,287,2112,768,1554,6001437900,437900,1,4379.0,Census Tract 4379,37.6428283,-122.0613135
242,"Census Tract 4380, Alameda County, California",3743,3984.82,0.9393147767479999,0,117,60,91,42,46,17,0,0,1844.0,1984,45,12,1007,0,542,153,2330,1413,373,0,0,8,0,67,143,85,44,0,26,3743,435,3308,1124,2403,6001438000,438000,1,4380.0,Census Tract 4380,37.61908270000001,-122.0284675
243,"Census Tract 4381, Alameda County, California",7748,9998.414,0.774922895395654,44,166,127,120,10,35,35,0,0,2125.0,3101,843,25,2206,63,1214,296,4778,2970,537,0,0,57,0,89,104,34,218,15,20,7725,841,6884,3151,5044,6001438100,438100,1,4381.0,Census Tract 4381,37.6181516,-122.038949
244,"Census Tract 4382.01, Alameda County, California",4902,12761.09,0.384136528817894,0,0,120,28,87,13,41,0,0,1514.0,1901,384,0,1154,51,1168,244,2133,2769,289,0,42,19,19,28,54,7,42,8,70,4902,793,4109,2149,2454,6001438201,438201,1,4382.01,Census Tract 4382.01,37.626268100000004,-122.0764388
