Lat,Lng
37.8908709,-122.2871565
37.7123667,-122.1360488
37.7039753,-122.061743
37.8093557,-122.2858639
37.7962781,-122.2475939
37.8026519,-122.2723999
37.7019237,-122.0746009
37.8157989,-122.2581464
37.763731,-122.2380619
37.7740016,-122.2054679
37.6953793,-122.123543
37.8633574,-122.2537508
37.9252191,-122.2942159
37.7773531,-122.1875526
37.8777732,-122.2948148
37.7820918,-122.2189874
37.6849384,-122.0995731
37.7730218,-122.2682168
37.8421258,-122.2648477
37.7736109,-122.2767112
37.6707969,-122.0842654
37.7814444,-122.2324907
37.80552,-122.2739084
37.7907327,-122.2058344
37.6351544,-122.0606219
37.7717783,-122.189949
37.98643,-122.2986015
37.9461105,-122.352152
37.8164929,-122.2634359
37.6954522,-122.0828098
37.8446036,-122.2651899
37.6982059,-122.1095458
37.7995473,-122.2126577
37.8028062,-122.2720152
37.7528247,-122.1602562
37.7824058,-122.2044306
37.8291881,-122.2850173
37.7913727,-122.204738
37.8312559,-122.2793366
37.8243719,-122.2656269
37.6932224,-122.1192673
37.7913951,-122.2196318
37.765284,-122.241692
37.6842198,-122.0797128
37.788238,-122.2098312
37.7901813,-122.2065182
37.7416594,-122.1567225
37.7926353,-122.2076454
37.7418201,-122.1572505
37.8104839,-122.2006909
37.8102363,-122.2490962
37.6664829,-122.0876116
37.8057224,-122.2374622
37.7128407,-122.1392003
37.7627424,-122.2028167
37.8906403,-122.2909284
37.8952668,-122.2689793
37.6719497,-122.0843931
37.8087132,-122.2514283
37.8584429,-122.2668168
37.7724473,-122.2496405
37.8340886,-122.2527655
37.7625164,-122.1650965
37.7844217,-122.2253797
37.7782855,-122.2081193
37.8683017,-122.2546283
37.7738708,-122.2099052
37.6511246,-122.0709122
37.7802724,-122.2640149
37.6945188,-122.1134737
37.8074189,-122.2494604
37.886299,-122.2665548
37.8435223,-122.2615787
37.7845644,-122.2276983
37.8120851,-122.2851177
37.775518,-122.2254576
37.735499,-122.2395171
37.762363,-122.244273
37.7434638,-122.1477936
37.7512143,-122.1596397
37.8613704,-122.2870413
37.7804547,-122.2245205
37.6349921,-122.0613861
37.9350318,-122.3080041
37.8102879,-122.2489225
37.6614846,-122.0804729
37.8920034,-122.2739399
37.6954485,-122.078487
37.784451,-122.228175
37.7730666,-122.27689
37.932723,-122.3235141
37.7594087,-122.2547707
37.9713,-122.305594
37.7976554,-122.2631755
37.7822292,-122.1931407
37.8182856,-122.2211627
37.7711993,-122.1765391
37.8619267,-122.267279
37.8148537,-122.2382078
37.6656335,-122.0861952
37.791939,-122.2240275
37.8182186,-122.2149167
37.8459751,-122.2707709
37.8551106,-122.2597167
37.8899148,-122.262462
37.7968913,-122.2759565
37.7809771,-122.1959304
37.7770383,-122.2014877
37.7026597,-122.1015959
37.8002045,-122.215789
37.8415761,-122.2898105
37.6391403,-122.0571551
37.6843128,-122.0822472
37.6686545,-122.0680694
37.7600931,-122.1629026
37.6733115,-122.077495
37.6315115,-122.0892494
37.7766981,-122.2315019
37.7375659,-122.2490344
37.7779875,-122.1818609
37.7964247,-122.2478411
37.8046967,-122.2329865
37.8126786,-122.2964003
37.804172,-122.2748889
37.9295812,-122.3048288
37.8402171,-122.2671355
37.8696872,-122.2523895
37.7773859,-122.226088
37.8050241,-122.2771031
37.7949777,-122.2514007
37.8090984,-122.2688009
37.7824266,-122.2041969
37.7751111,-122.1968482
37.8465804,-122.2611416
37.6698858,-122.0928562
37.8095121,-122.244203
37.7809059,-122.2709364
37.7810663,-122.2700596
37.7244334,-122.146585
37.764,-122.2649683
37.7945007,-122.25767
37.822987,-122.25968
37.8904967,-122.2525757
37.7415891,-122.1564958
37.840021,-122.251261
37.8631406,-122.2742684
37.6873176,-122.0734388
37.7556867,-122.1670407
37.6779135,-122.0754637
37.6949859,-122.0847029
37.8085357,-122.296334
37.8111752,-122.2670441
37.6606887,-122.0740483
37.9300286,-122.306435
37.6353282,-122.0611997
37.7180348,-122.1463405
37.8124423,-122.2962944
37.8734718,-122.2552278
37.8023712,-122.2542531
37.9223521,-122.2924898
37.8088729,-122.2563861
37.7979668,-122.2564967
37.8302827,-122.2708337
37.6948191,-122.071009
37.8817329,-122.2614474
37.8843651,-122.2988574
37.7798699,-122.1766229
37.8019415,-122.2437496
37.7751094,-122.2247397
37.7535057,-122.165416
37.8509305,-122.2525668
37.8806204,-122.2614859
37.9653984,-122.3125494
37.6935164,-122.0679978
37.9278225,-122.3200359
37.8679427,-122.297351
37.6945226,-122.0862423
37.7280529,-122.1724186
37.8706182,-122.2794554
37.893232,-122.2748344
37.6763561,-122.0779445
37.7574295,-122.1411639
37.8021978,-122.2699966
37.8327259,-122.2677993
37.7573973,-122.1757983
37.6968994,-122.1111353
37.8883548,-122.2667648
37.8345211,-122.252691
37.868791,-122.294305
37.775429,-122.225279
37.8793578,-122.301843
37.7868661,-122.2371808
37.9153801,-122.2828407
37.8801622,-122.2970804
37.7986164,-122.2403073
37.8276,-122.2509807
37.8905034,-122.293296
37.8084819,-122.2514276
37.8451868,-122.2521622
37.8635791,-122.2700272
37.8808289,-122.2957826
37.7398137,-122.1557467
37.7990607,-122.2565121
37.7770346,-122.2767695
37.9551644,-122.3353908
37.8294499,-122.2686279
37.7567028,-122.1772434
37.7989698,-122.1870831
37.8821175,-122.2673322
37.7725407,-122.2063835
37.743973,-122.2435367
37.8076542,-122.2220791
37.727146,-122.1741219
37.7994776,-122.2129303
37.897656,-122.2668875
37.8909554,-122.2852393
37.7616335,-122.2629867
37.7088797,-122.0685144
37.836855,-122.251216
37.7867289,-122.2279889
37.8072577,-122.2223786
37.8288667,-122.2490456
37.6429589,-122.0663099
37.6937424,-122.1021075
37.8246137,-122.2374935
37.7174958,-122.1459622
37.779463,-122.1806163
37.7461162,-122.1598813
37.816242,-122.2453994
37.8094713,-122.2493871
37.8030239,-122.1773549
37.8300723,-122.2477083
37.7997266,-122.2523001
37.7670821,-122.1756385
37.7857475,-122.2220559
37.9500148,-122.3389004
37.7245703,-122.1468564
37.8484501,-122.2717477
37.880326,-122.2671272
37.7908629,-122.2249493
37.8641769,-122.2537122
37.8620922,-122.2669975
37.6941879,-122.087063
37.6393593,-122.0641866
37.7431161,-122.1520775
37.8773238,-122.2949317
37.7803846,-122.2061794
37.7764338,-122.2225803
37.7727734,-122.2597881
37.7766956,-122.1834781
37.78221,-122.2234459
37.8137136,-122.2482759
37.7755885,-122.1705751
37.6577531,-122.097748
37.8235057,-122.2701103
37.8545591,-122.2710115
37.6993541,-122.0613424
37.6707519,-122.0901567
37.7535392,-122.1968671
37.817325,-122.2716801
37.7016952,-122.0807616
37.8595942,-122.2939812
37.7825049,-122.2188979
37.8172206,-122.2529215
37.7728586,-122.1954897
37.7613825,-122.204759
37.8040883,-122.2885118
37.8707453,-122.2802765
37.9020602,-122.2766039
37.883519,-122.250139
37.8226977,-122.243807
37.829439,-122.2872673
37.7703221,-122.244416
37.9073373,-122.2794207
37.7695381,-122.1933626
37.79716,-122.265807
37.8018428,-122.2719002
37.8765134,-122.2735026
37.786442,-122.2408418
37.8000933,-122.2419799
37.7306675,-122.1492878
37.7600418,-122.170258
37.8113955,-122.2937178
37.8588152,-122.253145
37.8003542,-122.2228555
37.7715518,-122.2560265
37.8536216,-122.2599399
37.7913405,-122.2045348
37.7960988,-122.2031567
37.8554145,-122.2666197
37.7002599,-122.1204374
37.8022723,-122.2418417
37.7546691,-122.1473513
37.7139683,-122.1383124
37.7790454,-122.2168437
37.8855344,-122.301303
37.7648842,-122.1993054
37.7921312,-122.2276272
37.7766614,-122.1957143
37.7878442,-122.2212213
37.7675309,-122.1695873
37.8002012,-122.2212807
37.7587494,-122.2531976
37.7143257,-122.1416721
37.9883355,-122.3107043
37.8165339,-122.2677047
37.9498017,-122.341103
37.672162,-122.0810373
37.8925986,-122.2564472
37.775943,-122.257655
37.8293135,-122.2662819
37.6428625,-122.0660495
37.7104757,-122.1358085
37.8857656,-122.2545122
37.8979715,-122.2698601
37.8847305,-122.3050115
37.6357216,-122.0830663
37.70117,-122.0933147
37.8649135,-122.2679298
37.7867184,-122.2281818
37.8555686,-122.2925702
37.6815029,-122.067981
37.6749088,-122.0874485
37.6540338,-122.0535848
37.7954726,-122.2181865
37.728861,-122.1591331
37.8843847,-122.2626551
37.7776416,-122.2765358
37.8825776,-122.2799808
37.8674222,-122.2614165
37.927779,-122.2963421
37.8744319,-122.2640813
37.8416875,-122.2615723
37.686732,-122.117394
37.7641871,-122.1744994
37.829869,-122.2682544
37.735654,-122.1641603
37.7932192,-122.2442145
37.7364748,-122.2565438
37.6336559,-122.0795229
37.8050901,-122.2733525
37.7846699,-122.2294216
37.7613403,-122.1638596
37.7742772,-122.2538245
37.7310924,-122.1605648
37.8658153,-122.2609932
37.8613913,-122.28779
37.9304951,-122.3065428
37.8270336,-122.2800661
37.9127733,-122.2814066
37.8799035,-122.2990628
37.7725759,-122.2150624
37.8032321,-122.2366696
37.8768478,-122.2604547
37.8204576,-122.270677
37.6841459,-122.0770649
37.8222885,-122.2661903
37.7993977,-122.231674
37.8033088,-122.2753054
37.6394373,-122.0834183
37.765436,-122.1766709
37.7390168,-122.1926
37.8098232,-122.2592202
37.7775924,-122.2308802
37.7446944,-122.1542047
37.9725086,-122.303773
37.8003154,-122.248497
37.7086791,-122.0644186
37.7686108,-122.153201
37.6585106,-122.0942575
37.8004071,-122.2536556
37.8153401,-122.2839486
37.6550378,-122.0697794
37.8132023,-122.2511779
37.7752956,-122.1855965
37.8017636,-122.243851
37.8933683,-122.267895
37.8323715,-122.2637377
37.876695,-122.283023
37.8848025,-122.2484622
37.7224878,-122.152545
37.7853226,-122.2220745
37.7946253,-122.2125319
37.7498408,-122.1631525
37.868006,-122.259029
37.8903904,-122.2958712
37.7889003,-122.2315763
37.6846503,-122.1166527
37.654179,-122.1048543
37.8051331,-122.290173
37.6606459,-122.0579639
37.6368464,-122.0546629
37.9911513,-122.3062451
37.7986959,-122.2405706
37.8794475,-122.2739339
37.8006373,-122.2685876
37.7902071,-122.2339159
37.7762818,-122.2035888
37.7826255,-122.18803
37.7885988,-122.1960667
37.8723686,-122.2685425
37.7410636,-122.1644793
37.8653302,-122.2722652
37.979621,-122.296549
37.7687729,-122.1740223
37.7441081,-122.1488139
37.7934656,-122.2266869
37.742086,-122.1594
37.8367208,-122.259273
37.8047472,-122.2720121
37.7962124,-122.2477864
37.8470314,-122.2915194
37.8667408,-122.2725859
37.7483965,-122.1579942
37.7649616,-122.2670038
37.8307451,-122.2737433
37.6518748,-122.1050592
37.8896342,-122.2626417
37.7053808,-122.1155148
37.8022012,-122.2654866
37.7789552,-122.2286939
37.7308281,-122.1784954
37.6913348,-122.0750855
37.8049677,-122.2507631
37.7011837,-122.1086661
37.6696125,-122.0709547
37.6337677,-122.0792588
37.7963108,-122.2529849
37.8128786,-122.2410485
37.7974342,-122.2458399
37.6448934,-122.0871304
37.7613656,-122.1675774
37.9358997,-122.3537587
37.9325615,-122.3093885
37.703468,-122.0607936
37.7791996,-122.1745696
37.7994552,-122.265574
37.8054916,-122.2817253
37.6629075,-122.0761866
37.7649048,-122.267421
37.8711994,-122.2730763
37.6580597,-122.0540133
37.6917516,-122.0747245
37.7624946,-122.1648502
37.7798054,-122.1784614
37.821955,-122.2702937
37.8232148,-122.2843837
37.7017493,-122.0844439
37.6928578,-122.0900673
37.8219055,-122.281569
37.7659797,-122.1676233
37.8722013,-122.268776
37.817729,-122.2128508
37.7576482,-122.1684947
37.6800752,-122.0706724
37.9497927,-122.3454573
37.7978924,-122.1837505
37.7608012,-122.245837
37.886371,-122.2623554
37.7574764,-122.1408141
37.8620271,-122.2534823
37.9033156,-122.2778717
37.7737735,-122.1941182
37.920921,-122.2888663
37.7583731,-122.1737817
37.8829284,-122.2795779
37.866775,-122.254045
37.7738822,-122.2178042
37.7843176,-122.2165025
37.7371554,-122.2489317
37.6517715,-122.0672807
37.8785363,-122.2692311
37.796344,-122.2473408
37.8025967,-122.2824617
37.6369255,-122.0552617
37.7570679,-122.2495373
37.8096369,-122.1830117
37.7817653,-122.223862
37.8182288,-122.2883721
37.7738919,-122.1872441
37.8854439,-122.3001501
37.780799,-122.266125
37.7790822,-122.2766923
37.8460484,-122.2964005
37.8785561,-122.2608324
37.7459755,-122.1602903
37.7231046,-122.1531521
37.9537824,-122.3318177
37.6931179,-122.0631079
37.8803518,-122.2467384
37.8745069,-122.2662769
37.8939632,-122.2637674
37.7474172,-122.195885
37.7092192,-122.0741173
37.8721194,-122.2679845
37.89975,-122.2557773
37.9362977,-122.3147416
37.683619,-122.0898621
37.8399681,-122.2673651
37.8122338,-122.2729802
37.7612923,-122.1635678
37.7727045,-122.1984647
37.7825392,-122.2364596
37.722672,-122.146038
37.8090689,-122.2559637
37.8015436,-122.2708682
37.6618596,-122.0791446
37.7994386,-122.2628791
37.810381,-122.2469298
37.7436323,-122.1585453
37.7714652,-122.1899439
37.8401812,-122.2621242
37.8124843,-122.2151658
37.8137326,-122.2398803
37.78784,-122.2210527
37.817222,-122.2896685
37.7736917,-122.1795115
37.7370934,-122.1854786
37.7071566,-122.0643191
37.6894062,-122.0734768
37.691846,-122.0746505
37.8645066,-122.2586205
37.7696313,-122.2384108
37.8070742,-122.2413059
37.6967725,-122.1258847
37.7428892,-122.2499625
37.8183583,-122.2557737
37.792764,-122.2168146
37.6448663,-122.086761
37.8611571,-122.2591262
37.8175151,-122.2571238
37.8906925,-122.2934792
37.6924745,-122.1010065
37.9023989,-122.2705699
37.7421059,-122.1511334
37.8073203,-122.2792488
37.7308536,-122.1495815
37.7984726,-122.2090008
37.7430658,-122.1693947
37.8478597,-122.2607194
37.8812306,-122.2741602
37.7378193,-122.2505428
37.784818,-122.2318591
37.9195295,-122.286732
37.8553154,-122.2599345
37.9861265,-122.316644
37.8010159,-122.2184272
37.821168,-122.2485353
37.8628517,-122.2765083
37.8919776,-122.2671408
37.7512535,-122.1943912
37.8798969,-122.2957731
37.9724998,-122.3034811
37.7017466,-122.0782511
37.8523011,-122.2660266
37.8101431,-122.2455742
37.7886473,-122.2315325
37.7936312,-122.2401318
37.7236126,-122.1541088
37.7813836,-122.2328113
37.8074637,-122.2789681
37.8875763,-122.2613165
37.7575172,-122.183791
37.639161,-122.101921
37.7683048,-122.2488988
37.906845,-122.271774
37.9357157,-122.3233728
37.7885445,-122.2317081
37.6857352,-122.0862009
37.9436868,-122.3521487
37.6791367,-122.1017895
37.7006322,-122.1084994
37.7983182,-122.2360103
37.8109956,-122.2927139
37.6687229,-122.0956958
37.795678,-122.2261237
37.871544,-122.2726715
37.7878552,-122.22695
37.7990581,-122.2705469
37.8000987,-122.2163427
37.7552615,-122.1613229
37.8109034,-122.2855524
37.8079981,-122.2687575
37.8336198,-122.2507552
37.7655002,-122.1526642
37.8148811,-122.2595723
37.7832322,-122.1880184
37.7849873,-122.1992202
37.8745712,-122.2688533
37.9915676,-122.3028331
37.6947027,-122.0866508
37.7847164,-122.2325478
37.8000177,-122.2548018
37.9297545,-122.3045751
37.8629779,-122.2745053
37.738125,-122.1688905
37.8681567,-122.2974137
37.873625,-122.2731735
37.7006473,-122.0907281
37.8022966,-122.231741
37.7972316,-122.2389163
37.732904,-122.1783887
37.8911892,-122.2840643
37.7304857,-122.1603089
37.6707774,-122.0828719
37.6922131,-122.0740342
37.7951238,-122.2764479
37.875327,-122.260245
37.8186433,-122.2446286
37.755876,-122.1789531
37.769972,-122.2439454
37.7620409,-122.1622029
37.8690637,-122.2917252
37.9324686,-122.3095536
37.7671533,-122.1694154
37.8068739,-122.2895659
37.8269068,-122.2690517
37.6617113,-122.079252
37.8335698,-122.263149
37.7085626,-122.0646587
37.8503862,-122.2606246
37.8100971,-122.1984971
37.802933,-122.267375
37.9043126,-122.2697595
37.8027076,-122.2396301
37.7919719,-122.2429944
37.701429,-122.0871063
37.7730757,-122.2649204
37.7732718,-122.2764356
37.8191407,-122.2184652
37.8215494,-122.2440046
37.6959574,-122.0620701
37.8907478,-122.2913283
37.7990995,-122.250852
37.8229541,-122.2564437
37.7483687,-122.1964879
37.7042879,-122.0649044
37.8249023,-122.2322905
37.7641653,-122.2648703
37.8151374,-122.2722292
37.7727954,-122.2501047
37.744818,-122.170701
37.7469111,-122.1725698
37.7783494,-122.1725746
37.8418336,-122.2950887
37.8818151,-122.2818326
37.9295723,-122.3004565
37.8235707,-122.2811857
37.685009,-122.0634819
37.7472956,-122.1570581
37.6591636,-122.1003297
37.82956,-122.26646
37.8617781,-122.2718262
37.8898747,-122.2726456
37.7524716,-122.1257087
37.7853368,-122.2340365
37.68451,-122.0737455
37.8017305,-122.2687707
37.9066612,-122.2746115
37.6624606,-122.1022064
37.7835392,-122.2229665
37.8024234,-122.2419129
37.6815683,-122.0675861
37.81001,-122.272771
37.6662405,-122.1026863
37.9501578,-122.3387641
37.8095871,-122.2694127
37.7492363,-122.174282
37.9364209,-122.3165188
37.7685902,-122.2342222
37.7714301,-122.2732542
37.792672,-122.2168611
37.7032402,-122.0972863
37.8065076,-122.2871498
37.9662742,-122.3098778
37.9676254,-122.308959
37.6340454,-122.0988002
37.8349901,-122.2670383
37.7974063,-122.204773
37.7920156,-122.249521
37.7777144,-122.1915653
37.6584556,-122.0958869
37.8310753,-122.279039
37.6817754,-122.0960929
37.7688136,-122.2729918
37.7979136,-122.2547202
37.800474,-122.2227313
37.7692632,-122.1739465
37.8633715,-122.2723963
37.8841628,-122.2989977
37.7533571,-122.1970616
37.8425467,-122.2705092
37.765871,-122.201388
37.936026,-122.3561215
37.7349791,-122.2369121
37.737884,-122.2543718
37.7035979,-122.1264015
37.695618,-122.081721
37.8685999,-122.2940789
37.8721728,-122.2662041
37.6738566,-122.0813572
37.7644655,-122.2403941
37.7733026,-122.2725943
37.7666615,-122.175694
37.7914948,-122.2364849
37.7776403,-122.2256621
37.9355426,-122.3195047
37.8753563,-122.2939033
37.6956912,-122.0781161
37.8150003,-122.2377917
37.8027138,-122.2537118
37.6453658,-122.0667671
37.6777449,-122.0759945
37.886486,-122.2976044
37.7015082,-122.1234417
37.8082239,-122.3017935
37.6869821,-122.0737937
37.8373204,-122.2619481
37.6950269,-122.1131653
37.697529,-122.0869508
37.7949471,-122.2492981
37.8005368,-122.2482494
37.908879,-122.264695
37.8765197,-122.2687525
37.8061143,-122.297942
37.8980463,-122.262039
37.8098562,-122.2596911
37.8011315,-122.2730622
37.7454072,-122.1555507
37.7884285,-122.2097718
37.6765279,-122.0774157
37.8014688,-122.1749709
37.8525986,-122.2710197
37.792669,-122.2079991
37.7958205,-122.2591789
37.800482,-122.229193
37.7731592,-122.2728666
37.8092622,-122.2475112
37.8394133,-122.2698357
37.7574153,-122.258368
37.8909019,-122.2672971
37.6927747,-122.1009943
37.96471,-122.3149526
37.8631048,-122.272183
37.7837728,-122.201934
37.9492989,-122.3521497
37.7438614,-122.1582254
37.791104,-122.1981113
37.7194506,-122.148246
37.7955244,-122.197412
37.9295116,-122.3000488
37.7936576,-122.2004356
37.8450598,-122.2908868
37.6939273,-122.1020277
37.7414108,-122.1566497
37.9008462,-122.2664225
37.7087648,-122.0688174
37.8705864,-122.2816273
37.8169653,-122.2139928
37.8844104,-122.2972128
37.8232685,-122.2295892
37.7952273,-122.2546858
37.8586027,-122.2934837
37.8452843,-122.261084
37.641636,-122.0835666
37.8207247,-122.2708187
37.6566636,-122.0930239
37.8100851,-122.2169713
37.7005731,-122.0917962
37.6487916,-122.064964
37.8847091,-122.2481538
37.7748322,-122.2197652
37.7751955,-122.2248895
37.750074,-122.191932
37.808435,-122.265725
37.665228,-122.056076
37.6711653,-122.0741933
37.7768869,-122.2241335
37.6686875,-122.0657235
37.8924638,-122.2650455
37.7799617,-122.2206548
37.810341,-122.2890567
37.6897658,-122.1190426
37.8087472,-122.2831026
37.976704,-122.29647
37.7785295,-122.2215429
37.7726325,-122.1781279
37.8910781,-122.2831532
37.7877086,-122.2429465
37.7307948,-122.231736
37.7321628,-122.177845
37.8978712,-122.2699824
37.6842624,-122.0767591
37.7088894,-122.0708043
37.810698,-122.2905885
37.8504657,-122.2603938
37.819517,-122.219459
37.6906611,-122.1079954
37.7990672,-122.1897794
37.7107324,-122.1337092
37.8445504,-122.2516867
37.8248867,-122.2695258
37.8251801,-122.2478762
37.7889357,-122.2264642
37.7057735,-122.0644247
37.8694913,-122.2676491
37.833219,-122.2866193
37.8618959,-122.2535971
37.6697442,-122.0867738
37.765368,-122.242085
37.8838997,-122.26639
37.8911716,-122.2815398
37.7216123,-122.1603954
37.7661512,-122.1518373
37.7918873,-122.2147907
37.7573017,-122.1476797
37.8924776,-122.2564314
37.7415252,-122.1619362
37.6912169,-122.0623873
37.868192,-122.26799
37.757388,-122.1621276
37.8098048,-122.1896301
37.7044237,-122.1170608
37.7836366,-122.2018562
37.8543938,-122.2712127
37.8633547,-122.2717459
37.8088757,-122.2536126
37.8764067,-122.285276
37.806067,-122.280222
37.6432044,-122.1051253
37.7711098,-122.1764027
37.8217013,-122.2441681
37.7125295,-122.1391875
37.7758985,-122.1847466
37.7576974,-122.169018
37.8469841,-122.26533
37.7867813,-122.2125801
37.8036582,-122.276263
37.7615601,-122.1591717
37.8046987,-122.2952859
37.7442424,-122.2427171
37.7656005,-122.241575
37.7990683,-122.1916759
37.6469262,-122.0898952
37.6676693,-122.0612648
37.8857622,-122.2492854
37.7822649,-122.2365832
37.8397473,-122.2513707
37.8283405,-122.2500385
37.8085834,-122.2444525
37.7767187,-122.2226378
37.9071203,-122.2701784
37.7424317,-122.2451071
37.8606144,-122.2921466
37.7649913,-122.1996224
37.6696272,-122.0866076
37.6425117,-122.0602967
37.8812269,-122.2615173
37.861294,-122.2719775
37.8220143,-122.227155
37.8261356,-122.284116
37.8908632,-122.2891941
37.6713364,-122.0900368
37.6681299,-122.081792
37.7728163,-122.261859
37.8294976,-122.2645069
37.7518787,-122.2387831
37.7895898,-122.2309292
37.769185,-122.1744125
37.8028359,-122.2716702
37.7975189,-122.2366348
37.7119138,-122.1378588
37.8115925,-122.2153297
37.751927,-122.2391886
37.9078622,-122.2801964
37.9514435,-122.3389004
37.7638283,-122.1492291
37.975963,-122.297667
37.7976181,-122.2457619
37.7334415,-122.1782639
37.8537015,-122.2528211
37.7770912,-122.1714836
37.8159379,-122.252311
37.7761669,-122.213342
37.7018204,-122.0821611
37.7716873,-122.1907299
37.7071657,-122.1299916
37.8489806,-122.2922984
37.8698362,-122.2874175
37.7681556,-122.1953207
37.8803254,-122.2962201
37.8239271,-122.2398508
37.7927909,-122.2140921
37.6822208,-122.0666836
37.906975,-122.2794988
37.7715369,-122.2563168
37.7785488,-122.2081189
37.8190084,-122.2710461
37.8029027,-122.2826426
37.896051,-122.2659611
37.7615506,-122.1515687
37.7991358,-122.2110808
37.7980686,-122.1641899
37.669247,-122.0935567
37.8445979,-122.2959462
37.8159386,-122.258797
37.7662635,-122.2714046
37.8017991,-122.2726312
37.7592807,-122.2637676
37.9645317,-122.3174424
37.8188484,-122.2620313
37.7013296,-122.086984
37.87548,-122.2916475
37.808653,-122.267431
37.6776899,-122.0908812
37.7377592,-122.1879246
37.6444343,-122.0839121
37.8381889,-122.2623193
37.8180494,-122.2673349
37.8384365,-122.2931203
37.699618,-122.108511
37.7904128,-122.1671592
37.6945722,-122.1225789
37.8672006,-122.2632173
37.7887804,-122.2407145
37.7361775,-122.2413885
37.7832295,-122.2362112
37.6946387,-122.0740832
37.866695,-122.2671512
37.6702147,-122.0721659
37.7746476,-122.2115453
37.8232531,-122.2699776
37.8095105,-122.1835433
37.6388797,-122.057262
37.8915546,-122.2775066
37.6501403,-122.1086915
37.8907502,-122.2889255
37.7964477,-122.2530543
37.804536,-122.290796
37.7307645,-122.1762014
37.733288,-122.1623968
37.9494447,-122.3520321
37.6702385,-122.0871805
37.8002752,-122.2544202
37.7475486,-122.1726983
37.9043805,-122.2703614
37.7386697,-122.1912378
37.8911639,-122.2771114
37.7393331,-122.1669627
37.8491153,-122.2710909
37.93308,-122.3241118
37.867465,-122.2995568
37.8602753,-122.2669167
37.7797359,-122.1975129
37.8079104,-122.302168
37.8490446,-122.292153
37.7767549,-122.2628258
37.9361671,-122.3175836
37.969494,-122.307475
37.7567818,-122.2005066
37.8664679,-122.2678119
37.6559007,-122.0573481
37.814525,-122.2321053
37.8164164,-122.2456408
37.6561873,-122.0746661
37.8261885,-122.2528686
37.762422,-122.1628938
37.8132474,-122.2687986
37.6639475,-122.0766588
37.6529963,-122.0723348
37.7287418,-122.1587608
37.8853396,-122.275195
37.8301886,-122.2834458
37.7431773,-122.2482477
37.8209824,-122.225801
37.7887424,-122.2318948
37.815907,-122.2328363
37.7902316,-122.2343739
37.8108404,-122.1965356
37.8805756,-122.284164
37.6732097,-122.0927843
37.7744169,-122.2122554
37.7992816,-122.2542816
37.8645859,-122.2702866
37.8031914,-122.1771091
37.6872197,-122.1189787
37.8120275,-122.2989402
37.823542,-122.2590169
37.9360031,-122.3178741
37.9496412,-122.3500313
37.8686459,-122.260255
37.9216786,-122.2912604
37.6358768,-122.0797613
37.737814,-122.1658333
37.8246773,-122.2376838
37.8809487,-122.2933064
37.7948356,-122.249385
37.8751328,-122.2823426
37.7720171,-122.1932042
37.7996901,-122.273941
37.8140914,-122.2683578
37.6830057,-122.0650545
37.8295725,-122.2678908
37.7538656,-122.1976313
37.7002673,-122.1212503
37.7783197,-122.1727652
37.7636304,-122.1743904
37.899376,-122.2708258
37.9351737,-122.3217789
37.7266346,-122.147542
37.86161,-122.2588175
37.8599836,-122.271627
37.7872553,-122.1946289
